SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_flag;FullSiteCode;cod_rete;cod_reg;nota
1;00800BM;Roia di Fuori Osservatore;10.48411317;46.80958839;1880;1;OD:00800BM;35;4;NA
2;01100MS;Melago;10.65658211;46.83743215;1935;1;OD:01100MS;35;4;NA
4;02200MS;S.Valentino alla Muta;10.52890216;46.77587237;1498;1;OD:02200MS;35;4;NA
5;02500MS;Monte Maria;10.5212676;46.70568911;1256;1;OD:02500MS;35;4;NA
6;02600MS;Slingia;10.47392043;46.70413103;1743;1;OD:02600MS;35;4;NA
7;03200BM;Tubre - Rivaira Osservatore;10.47752863;46.65033081;1163;1;OD:03200BM;35;4;NA
10;04800BM;Mazia Osservatore;10.61752601;46.69431625;1524;1;OD:04800BM;35;4;NA
11;05400MS;Agumes - Prato;10.58243449;46.62131713;951;1;OD:05400MS;35;4;NA
12;05950PG;Adige - Spondigna;10.60348138;46.63650324;965;1;OD:05950PG;35;4;NA
13;06400MS;Solda;10.59531423;46.51588752;1981;1;OD:06400MS;35;4;NA
14;07500BM;Trafoi Osservatore;10.50788686;46.55009348;1721;1;OD:07500BM;35;4;NA
16;08800MS;Lasa;10.69433606;46.61717636;887;1;OD:08800MS;35;4;NA
17;08850PG;Adige - Lasa;10.69476195;46.61743104;887;1;OD:08850PG;35;4;NA
18;09700MS;Silandro;10.78026981;46.62375473;684;1;OD:09700MS;35;4;NA
19;09750PG;Rio di Silandro;10.77138411;46.67727807;1947;1;OD:09750PG;35;4;NA
21;09800MS;Val di Silandro;10.77406673;46.67414966;1825;1;OD:09800MS;35;4;NA
23;11200BM;Diga di Gioveretto Osservatore;10.72507183;46.50906285;1896;1;OD:11200BM;35;4;NA
24;11500MS;#NOME?;10.7373205;46.52733588;1665;1;OD:11500MS;35;4;NA
25;14800BM;Stava Osservatore;10.97053752;46.64282791;613;1;OD:14800BM;35;4;NA
26;15300MS;Maso Corto;10.7827621;46.75401076;2024;1;OD:15300MS;35;4;NA
28;15800MS;Vernago;10.84927965;46.73565796;1823;1;OD:15800MS;35;4;NA
29;17500BM;Casere di Fuori Osservatore;10.92669711;46.73510025;1838;1;OD:17500BM;35;4;NA
30;19300MS;Naturno;10.99117805;46.64766321;561;1;OD:19300MS;35;4;NA
32;19850PG;Adige - Tel;11.07972619;46.67213226;608;1;OD:19850PG;35;4;NA
33;20150PG;Passirio - Belprato;11.13304632;46.88608517;1680;1;OD:20150PG;35;4;NA
34;20200MS;Belprato;11.13859623;46.88668353;1777;1;OD:20200MS;35;4;NA
35;20500MS;Plan;11.08827631;46.79651209;1662;1;OD:20500MS;35;4;NA
36;20750PG;Rio Plan - Eschbaum;11.10271314;46.80144934;1790;1;OD:20750PG;35;4;NA
37;20770PG;Rio Plan - Plan;11.09156084;46.79740603;1732;1;OD:20770PG;35;4;NA
38;20850PG;Rio Plan - Bagni di Plata;11.16193581;46.82528301;1030;1;OD:20850PG;35;4;NA
39;20900MS;Plata;11.17808117;46.82249293;1118;1;OD:20900MS;35;4;NA
40;21150PG;Passirio - Moso;11.17509414;46.82644652;1270;1;OD:21150PG;35;4;NA
43;21700MS;S.Leonardo in Passiria;11.24712617;46.80906229;731;1;OD:21700MS;35;4;NA
44;22200BM;S.Martino in Passiria Osservatore;11.227909;46.78268262;681;1;OD:22200BM;35;4;NA
45;22330PG;Passirio - Saltusio;11.19994506;46.73493226;551;1;OD:22330PG;35;4;NA
46;22350PG;Passirio - Saltusio;11.19994506;46.73493226;551;1;OD:22350PG;35;4;NA
47;22900BM;Scena Osservatore;11.19083111;46.68959619;605;1;OD:22900BM;35;4;NA
49;23200MS;Merano - Quarazze;11.13656021;46.68805798;369;1;OD:23200MS;35;4;NA
50;23400BM;Maia Alta Osservatore;11.18323354;46.6578197;487;1;OD:23400BM;35;4;NA
52;24200BM;Lago Verde Osservatore;10.79940082;46.48233097;2555;1;OD:24200BM;35;4;NA
54;24750PG;Valsura - S.Geltrude;10.86938744;46.49062197;1491;1;OD:24750PG;35;4;NA
56;25200BM;Diga di Quaira Osservatore;10.89376376;46.55203129;2149;1;OD:25200BM;35;4;NA
57;25800BM;Diga di Zoccolo Osservatore;10.98836176;46.54186675;1282;1;OD:25800BM;35;4;NA
58;25900MS;Diga di Zoccolo-S.Valburga;10.99013577;46.54187189;1282;1;OD:25900MS;35;4;NA
60;26700MS;Pavicolo;11.10933865;46.62776161;1491;1;OD:26700MS;35;4;NA
61;26850PG;Valsura - Lana;11.10952666;46.62789314;1491;1;OD:26850PG;35;4;NA
63;27500BM;Tesimo Osservatore;11.17862896;46.56136731;601;1;OD:27500BM;35;4;NA
64;27800BM;Meltina Osservatore;11.25168816;46.58577237;1171;1;OD:27800BM;35;4;NA
67;29850PG;Adige - Ponte Adige;11.30379853;46.48315265;242;1;OD:29850PG;35;4;NA
68;30200MS;Terme di Brennero;11.48874153;46.98100874;1409;1;OD:30200MS;35;4;NA
69;30250PG;Isarco - Terme di Brennero;11.47179865;46.97032473;1381;1;OD:30250PG;35;4;NA
71;30600MS;Malga Zirago;11.49219179;46.96697561;1843;1;OD:30600MS;35;4;NA
72;31400MS;Fleres;11.34757067;46.96396827;1314;1;OD:31400MS;35;4;NA
73;31950PG;Rio Fleres - Colle Isarco;11.43831433;46.93824935;1099;1;OD:31950PG;35;4;NA
74;32150PG;Isarco - Colle Isarco;11.44124121;46.93471317;1099;1;OD:32150PG;35;4;NA
75;32450PG;Isarco - Vipiteno;11.43567571;46.89745714;973;1;OD:32450PG;35;4;NA
77;32600MS;Vipiteno;11.42939034;46.89782475;946;1;OD:32600MS;35;4;NA
78;33550PG;Rio Vizze - Novale;11.52593906;46.9337747;1389;1;OD:33550PG;35;4;NA
79;33600BM;Diga di Vizze Osservatore;11.5246721;46.92499219;1415;1;OD:33600BM;35;4;NA
80;33800BM;Prati di Vizze Osservatore;11.48342914;46.90120929;1267;1;OD:33800BM;35;4;NA
83;34500MS;Ridanna;11.30677415;46.90908292;1337;1;OD:34500MS;35;4;NA
84;35500BM;Racines di Dentro Osservatore;11.31719654;46.8660261;1360;1;OD:35500BM;35;4;NA
88;36750PG;Rio Ridanna - Vipiteno;11.43141494;46.88394957;947;1;OD:36750PG;35;4;NA
89;36800MS;Vipiteno Sud;11.43118297;46.8840445;947;1;OD:36800MS;35;4;NA
91;37250PG;Isarco - Campo di Trens;11.47845698;46.87053885;944;1;OD:37250PG;35;4;NA
92;38250PG;Isarco - Pra di Sopra;11.60345083;46.79565769;854;1;OD:38250PG;35;4;NA
93;38500BM;Fortezza Osservatore;11.63224641;46.77830419;840;1;OD:38500BM;35;4;NA
94;41000MS;Dobbiaco;12.21915906;46.72997843;1219;1;OD:41000MS;35;4;NA
95;42550PG;Rio Braies - S.Vito;12.09980216;46.71218108;1361;1;OD:42550PG;35;4;NA
96;42700MS;S.Vito di Braies;12.10002032;46.71187817;1361;1;OD:42700MS;35;4;NA
97;42800BM;Braies - Ferrara Osservatore;12.12878708;46.71923949;1261;1;OD:42800BM;35;4;NA
99;43200MS;Monguelfo;12.12893968;46.74313028;1228;1;OD:43200MS;35;4;NA
100;43350PG;Rienza - Monguelfo;12.11496318;46.75140491;1150;1;OD:43350PG;35;4;NA
102;44500MS;S.Maddalena in Casies;12.24271916;46.83526049;1456;1;OD:44500MS;35;4;NA
103;45750PG;Rio Casies - Colle;12.1702072;46.76702236;1235;1;OD:45750PG;35;4;NA
104;46500BM;Diga di Valdaora Osservatore;12.0536567;46.75973668;1184;1;OD:46500BM;35;4;NA
106;47400MS;Anterselva di Sopra;12.11660908;46.87035666;1401;1;OD:47400MS;35;4;NA
107;47600BM;Anterselva di Mezzo Osservatore;12.10089661;46.86072197;1274;1;OD:47600BM;35;4;NA
108;48750PG;Rio Anterselva - Bagni Salomone;12.08272504;46.82270292;1118;1;OD:48750PG;35;4;NA
110;50500MS;Predoi;12.09912721;47.03658867;1515;1;OD:50500MS;35;4;NA
111;51450PG;Aurino - Cadipietra;11.98027539;46.9945953;1114;1;OD:51450PG;35;4;NA
114;51700MS;Cadipietra;11.97505234;46.9933903;1114;1;OD:51700MS;35;4;NA
115;54500MS;Riva di Tures;12.08249862;46.94283829;1736;1;OD:54500MS;35;4;NA
116;54730PG;Rio Riva - Seghe;12.03816601;46.93130779;1612;1;OD:54730PG;35;4;NA
117;54750PG;Rio Riva - Seghe di Riva;12.03651384;46.93066768;1612;1;OD:54750PG;35;4;NA
120;55200BM;Diga di Neves Osservatore;11.78708945;46.94141734;2095;1;OD:55200BM;35;4;NA
121;56350PG;Rio Molini - Selva dei Molini;11.86192936;46.89076455;1248;1;OD:56350PG;35;4;NA
122;56500MS;Selva dei Molini;11.87443281;46.89013604;1225;1;OD:56500MS;35;4;NA
123;56800MS;Molini di Tures;11.94743948;46.90025669;855;1;OD:56800MS;35;4;NA
124;57150PG;Aurino - Caminata;11.9560581;46.90345417;857;1;OD:57150PG;35;4;NA
126;58600MS;Gais;11.94419325;46.83258126;863;1;OD:58600MS;35;4;NA
127;59450PG;Aurino - S.Giorgio;11.9347178;46.81703918;849;1;OD:59450PG;35;4;NA
128;59470PG;Aurino - S.Giorgio;11.93264692;46.81608433;818;1;OD:59470PG;35;4;NA
129;59700MS;Brunico;11.93148052;46.8042795;824;1;OD:59700MS;35;4;NA
130;60650PG;Rienza - S.Lorenzo;11.89587619;46.78414511;865;1;OD:60650PG;35;4;NA
134;61300MS;Corvara in Badia;11.87326091;46.55041119;1540;1;OD:61300MS;35;4;NA
135;61500BM;La Villa in Badia Osservatore;11.90707588;46.5836304;1398;1;OD:61500BM;35;4;NA
136;61600BM;S.Cassiano Osservatore;11.93646221;46.56871313;1635;1;OD:61600BM;35;4;NA
138;62300BM;Longiar? Osservatore;11.8608778;46.63934499;1465;1;OD:62300BM;35;4;NA
139;62600MS;S.Martino in Badia;11.89793455;46.67918144;1133;1;OD:62600MS;35;4;NA
141;63600MS;S.Vigilio di Marebbe;11.92298254;46.70643457;1194;1;OD:63600MS;35;4;NA
142;63850PG;Rio S.Vigilio - Longega;11.89470783;46.72081576;1147;1;OD:63850PG;35;4;NA
145;64500MS;Mantana;11.87976595;46.77613712;869;1;OD:64500MS;35;4;NA
146;64550PG;Gadera - Mantana;11.87945581;46.77621693;869;1;OD:64550PG;35;4;NA
148;65400MS;Vandoies di Sopra;11.74244279;46.81407166;757;1;OD:65400MS;35;4;NA
149;65600MS;Terento;11.78557637;46.83445756;1437;1;OD:65600MS;35;4;NA
150;66500MS;Fundres;11.7029428;46.88718005;1151;1;OD:66500MS;35;4;NA
152;67350PG;Rienza - Vandoies;11.70815818;46.81554557;775;1;OD:67350PG;35;4;NA
153;68600MS;Valles;11.62722014;46.84832903;1499;1;OD:68600MS;35;4;NA
154;69300BM;Luson Osservatore;11.76389069;46.74503124;1029;1;OD:69300BM;35;4;NA
155;69600MS;Bressanone;11.66787228;46.71744138;661;1;OD:69600MS;35;4;NA
157;69750PG;Isarco - Bressanone;11.65961527;46.71025389;579;1;OD:69750PG;35;4;NA
